1751155200, 97041
1751155560, 87875
1751155920, 80988
1751156280, 77264
1751156640, 75065
1751157000, 70433
1751157360, 69929
1751157720, 77069
1751158080, 77777
1751158440, 76818
1751158800, 81618
1751159160, 78638
1751159520, 83559
1751159880, 100527
1751160240, 85026
1751160600, 86734
1751160960, 86422
1751161320, 72995
1751161680, 78853
1751162040, 74347
1751162400, 87140
1751162760, 69902
1751163120, 65405
1751163480, 66887
1751163840, 59818
1751164200, 60520
1751164560, 70182
1751164920, 66539
1751165280, 59140
1751165640, 62484
1751166000, 75026
1751166360, 84320
1751166720, 85715
1751167080, 77553
1751167440, 81364
1751167800, 85042
1751168160, 88980
1751168520, 92552
1751168880, 94137
1751169240, 86151
1751169600, 95922
1751169960, 104608
1751170320, 98791
1751170680, 101633
1751171040, 98127
1751171400, 94758
1751171760, 91302
1751172120, 95083
1751172480, 93846
1751172840, 84899
1751173200, 81533
1751173560, 46605
1751173920, 33064
1751174280, 29267
1751174640, 32952
1751175000, 29591
1751175360, 26341
1751175720, 24486
1751176080, 28220
1751176440, 26809
1751176800, 28198
1751177160, 31273
1751177520, 30643
1751177880, 30210
1751178240, 26088
1751178600, 25402
1751178960, 24457
1751179320, 22069
1751179680, 25324
1751180040, 23430
1751180400, 37727
1751180760, 55086
1751181120, 51256
1751181480, 50288
1751181840, 43169
1751182200, 35832
1751182560, 34832
1751182920, 33739
1751183280, 28523
1751183640, 28110
1751184000, 34476
1751184360, 29251
1751184720, 28143
1751185080, 27513
1751185440, 27789
1751185800, 26384
1751186160, 26214
1751186520, 23623
1751186880, 23156
1751187240, 21970
1751187600, 23379
1751187960, 23583
1751188320, 21847
1751188680, 19488
1751189040, 18542
1751189400, 17611
1751189760, 17236
1751190120, 19418
1751190480, 17907
1751190840, 16544
1751191200, 18416
1751191560, 17370
1751191920, 17940
1751192280, 17773
1751192640, 17295
1751193000, 14804
1751193360, 14945
1751193720, 14566
1751194080, 14689
1751194440, 15307
1751194800, 14667
1751195160, 14530
1751195520, 14298
1751195880, 16975
1751196240, 19709
1751196600, 18258
1751196960, 19353
1751197320, 18698
1751197680, 19072
1751198040, 19075
1751198400, 24575
1751198760, 23140
1751199120, 18315
1751199480, 19913
1751199840, 20009
1751200200, 19396
1751200560, 20710
1751200920, 21421
1751201280, 18068
1751201640, 20788
1751202000, 25469
1751202360, 22285
1751202720, 24871
1751203080, 21455
1751203440, 20605
1751203800, 20078
1751204160, 20412
1751204520, 19970
1751204880, 25307
1751205240, 24626
1751205600, 27788
1751205960, 26764
1751206320, 24475
1751206680, 26731
1751207040, 25729
1751207400, 28524
1751207760, 35215
1751208120, 38796
1751208480, 43246
1751208840, 42469
1751209200, 39800
1751209560, 37223
1751209920, 42281
1751210280, 44827
1751210640, 49029
1751211000, 46323
1751211360, 54133
1751211720, 48867
1751212080, 48572
1751212440, 43615
1751212800, 48853
1751213160, 49855
1751213520, 49352
1751213880, 56319
1751214240, 55560
1751214600, 62017
1751214960, 58387
1751215320, 64724
1751215680, 62699
1751216040, 64428
1751216400, 71513
1751216760, 68558
1751217120, 66234
1751217480, 69705
1751217840, 71529
1751218200, 77389
1751218560, 76636
1751218920, 69383
1751219280, 111898
1751219640, 105213
1751220000, 109484
1751220360, 102726
1751220720, 102751
1751221080, 89330
1751221440, 95082
1751221800, 88864
1751222160, 89537
1751222520, 91091
1751222880, 93895
1751223240, 99408
1751223600, 104332
1751223960, 104570
1751224320, 106929
1751224680, 117198
1751225040, 114916
1751225400, 115564
1751225760, 108713
1751226120, 98934
1751226480, 101455
1751226840, 102676
1751227200, 109491
1751227560, 100967
1751227920, 100642
1751228280, 94475
1751228640, 102989
1751229000, 107168
1751229360, 105591
1751229720, 99428
1751230080, 118645
1751230440, 139230
1751230800, 155156
1751231160, 87363
1751231520, 68753
1751231880, 59761
1751232240, 65817
1751232600, 54914
1751232960, 50608
1751233320, 66443
1751233680, 61834
1751234040, 58437
1751234400, 77193
1751234760, 100254
1751235120, 98738
1751235480, 86294
1751235840, 92082
1751236200, 79579
1751236560, 63258
1751236920, 50482
1751237280, 39895
1751237640, 33438
1751238000, 21511
1751238360, 13387
1751238720, 9511
1751239080, 4270
