1751155200, 304473
1751155560, 324043
1751155920, 315484
1751156280, 310240
1751156640, 299708
1751157000, 309782
1751157360, 322197
1751157720, 313172
1751158080, 312787
1751158440, 313881
1751158800, 311395
1751159160, 311910
1751159520, 316155
1751159880, 336674
1751160240, 369450
1751160600, 380735
1751160960, 374098
1751161320, 358054
1751161680, 345251
1751162040, 334584
1751162400, 323158
1751162760, 338162
1751163120, 337969
1751163480, 332186
1751163840, 298323
1751164200, 304566
1751164560, 310421
1751164920, 324616
1751165280, 359763
1751165640, 365440
1751166000, 378389
1751166360, 367986
1751166720, 364830
1751167080, 358516
1751167440, 344014
1751167800, 313816
1751168160, 305108
1751168520, 291414
1751168880, 304615
1751169240, 299605
1751169600, 293315
1751169960, 306456
1751170320, 296106
1751170680, 282888
1751171040, 291911
1751171400, 303629
1751171760, 294409
1751172120, 290485
1751172480, 268193
1751172840, 254949
1751173200, 234212
1751173560, 225577
1751173920, 229862
1751174280, 226300
1751174640, 215976
1751175000, 219311
1751175360, 214591
1751175720, 200667
1751176080, 192901
1751176440, 194941
1751176800, 194876
1751177160, 183963
1751177520, 185058
1751177880, 180202
1751178240, 174754
1751178600, 165299
1751178960, 150481
1751179320, 145468
1751179680, 139176
1751180040, 132772
1751180400, 127716
1751180760, 129645
1751181120, 125165
1751181480, 121742
1751181840, 115054
1751182200, 114362
1751182560, 111165
1751182920, 111062
1751183280, 108511
1751183640, 106377
1751184000, 100031
1751184360, 95185
1751184720, 88306
1751185080, 84950
1751185440, 86767
1751185800, 89556
1751186160, 85807
1751186520, 79338
1751186880, 78350
1751187240, 68529
1751187600, 67183
1751187960, 65179
1751188320, 71458
1751188680, 75273
1751189040, 71871
1751189400, 66261
1751189760, 69296
1751190120, 70679
1751190480, 71474
1751190840, 70511
1751191200, 71708
1751191560, 74393
1751191920, 72799
1751192280, 75303
1751192640, 77200
1751193000, 75774
1751193360, 76447
1751193720, 80033
1751194080, 80426
1751194440, 80424
1751194800, 78605
1751195160, 80847
1751195520, 84169
1751195880, 88825
1751196240, 90254
1751196600, 94953
1751196960, 98222
1751197320, 102278
1751197680, 105804
1751198040, 110408
1751198400, 115886
1751198760, 120930
1751199120, 125410
1751199480, 125902
1751199840, 127739
1751200200, 139339
1751200560, 147634
1751200920, 152859
1751201280, 159453
1751201640, 159548
1751202000, 168835
1751202360, 180137
1751202720, 185313
1751203080, 197028
1751203440, 193906
1751203800, 198413
1751204160, 202616
1751204520, 197109
1751204880, 201483
1751205240, 204177
1751205600, 204543
1751205960, 212388
1751206320, 221065
1751206680, 219038
1751207040, 232567
1751207400, 274913
1751207760, 275909
1751208120, 290218
1751208480, 277864
1751208840, 255539
1751209200, 253940
1751209560, 252521
1751209920, 241553
1751210280, 241000
1751210640, 223956
1751211000, 225810
1751211360, 221651
1751211720, 225128
1751212080, 216358
1751212440, 219013
1751212800, 219567
1751213160, 228009
1751213520, 244533
1751213880, 252196
1751214240, 265010
1751214600, 275399
1751214960, 284601
1751215320, 282983
1751215680, 292349
1751216040, 292569
1751216400, 294266
1751216760, 308634
1751217120, 304087
1751217480, 304675
1751217840, 299533
1751218200, 294887
1751218560, 292627
1751218920, 294241
1751219280, 293328
1751219640, 290613
1751220000, 282856
1751220360, 285556
1751220720, 296680
1751221080, 299028
1751221440, 287695
1751221800, 296749
1751222160, 298259
1751222520, 297185
1751222880, 287593
1751223240, 297622
1751223600, 294995
1751223960, 300951
1751224320, 306497
1751224680, 304766
1751225040, 319980
1751225400, 312895
1751225760, 312783
1751226120, 293598
1751226480, 295559
1751226840, 291570
1751227200, 277644
1751227560, 277743
1751227920, 301014
1751228280, 311137
1751228640, 313480
1751229000, 310491
1751229360, 309259
1751229720, 306260
1751230080, 318879
1751230440, 324243
1751230800, 329320
1751231160, 332553
1751231520, 323036
1751231880, 318928
1751232240, 318767
1751232600, 309683
1751232960, 311896
1751233320, 318938
1751233680, 313244
1751234040, 305038
1751234400, 292656
1751234760, 288802
1751235120, 266679
1751235480, 246583
1751235840, 226430
1751236200, 210558
1751236560, 184918
1751236920, 141959
1751237280, 109495
1751237640, 73520
1751238000, 49860
1751238360, 32132
1751238720, 16479
1751239080, 4088
