1715472000, 52517
1715472315, 48861
1715472630, 46049
1715472945, 42971
1715473260, 40269
1715473575, 41332
1715473890, 39912
1715474205, 39267
1715474520, 39230
1715474835, 37788
1715475150, 38074
1715475465, 42749
1715475780, 43475
1715476095, 43903
1715476410, 43976
1715476725, 41826
1715477040, 39431
1715477355, 38853
1715477670, 36747
1715477985, 38898
1715478300, 38061
1715478615, 37169
1715478930, 39750
1715479245, 36559
1715479560, 35559
1715479875, 35068
1715480190, 33715
1715480505, 35593
1715480820, 35999
1715481135, 36133
1715481450, 34809
1715481765, 33998
1715482080, 33868
1715482395, 33457
1715482710, 33679
1715483025, 31735
1715483340, 31399
1715483655, 31262
1715483970, 30660
1715484285, 28969
1715484600, 28933
1715484915, 29185
1715485230, 29643
1715485545, 31332
1715485860, 31102
1715486175, 33347
1715486490, 35603
1715486805, 34357
1715487120, 35390
1715487435, 36070
1715487750, 39273
1715488065, 40831
1715488380, 43762
1715488695, 42896
1715489010, 41990
1715489325, 43317
1715489640, 43741
1715489955, 46356
1715490270, 46085
1715490585, 47719
1715490900, 49515
1715491215, 51066
1715491530, 52680
1715491845, 55066
1715492160, 57071
1715492475, 56408
1715492790, 58695
1715493105, 61437
1715493420, 63316
1715493735, 66508
1715494050, 68680
1715494365, 71707
1715494680, 72517
1715494995, 74677
1715495310, 74905
1715495625, 79475
1715495940, 82377
1715496255, 81260
1715496570, 84789
1715496885, 86991
1715497200, 88635
1715497515, 84949
1715497830, 85866
1715498145, 87867
1715498460, 90773
1715498775, 92909
1715499090, 96528
1715499405, 97294
1715499720, 96402
1715500035, 97593
1715500350, 98575
1715500665, 101972
1715500980, 94940
1715501295, 97819
1715501610, 104932
1715501925, 102504
1715502240, 105093
1715502555, 102861
1715502870, 105263
1715503185, 107185
1715503500, 110814
1715503815, 118768
1715504130, 120750
1715504445, 119168
1715504760, 117879
1715505075, 121497
1715505390, 123190
1715505705, 122992
1715506020, 120425
1715506335, 116267
1715506650, 117752
1715506965, 120136
1715507280, 121248
1715507595, 121189
1715507910, 118789
1715508225, 124433
1715508540, 144746
1715508855, 140013
1715509170, 135099
1715509485, 135780
1715509800, 134011
1715510115, 132269
1715510430, 132796
1715510745, 131046
1715511060, 132674
1715511375, 136343
1715511690, 132898
1715512005, 128161
1715512320, 137274
1715512635, 136479
1715512950, 134877
1715513265, 138239
1715513580, 138346
1715513895, 139219
1715514210, 143722
1715514525, 137523
1715514840, 135085
1715515155, 135136
1715515470, 130605
1715515785, 110788
1715516100, 95532
1715516415, 89004
1715516730, 94208
1715517045, 95372
1715517360, 97127
1715517675, 97773
1715517990, 94150
1715518305, 94895
1715518620, 93085
1715518935, 91239
1715519250, 96738
1715519565, 104323
1715519880, 121939
1715520195, 121258
1715520510, 114929
1715520825, 115630
1715521140, 114237
1715521455, 110084
1715521770, 115511
1715522085, 119730
1715522400, 118762
1715522715, 117967
1715523030, 119846
1715523345, 117690
1715523660, 110793
1715523975, 114858
1715524290, 118254
1715524605, 119292
1715524920, 116542
1715525235, 117549
1715525550, 114735
1715525865, 116268
1715526180, 119352
1715526495, 116831
1715526810, 138394
1715527125, 128980
1715527440, 121834
1715527755, 122313
1715528070, 120114
1715528385, 122513
1715528700, 123830
1715529015, 123073
1715529330, 121531
1715529645, 117947
1715529960, 123550
1715530275, 122821
1715530590, 119072
1715530905, 131300
1715531220, 128580
1715531535, 133915
1715531850, 134941
1715532165, 133745
1715532480, 140201
1715532795, 151978
1715533110, 160720
1715533425, 164486
1715533740, 166712
1715534055, 180172
1715534370, 173919
1715534685, 162219
1715535000, 164788
1715535315, 167129
1715535630, 174231
1715535945, 169574
1715536260, 156431
1715536575, 145354
1715536890, 145435
1715537205, 148730
1715537520, 153609
1715537835, 156784
1715538150, 167484
1715538465, 177288
1715538780, 180840
1715539095, 170992
1715539410, 167627
1715539725, 174656
1715540040, 186680
1715540355, 185491
1715540670, 185826
1715540985, 196200
1715541300, 199317
1715541615, 186108
1715541930, 174710
1715542245, 164586
1715542560, 158843
1715542875, 162988
1715543190, 155668
1715543505, 161493
1715543820, 170755
1715544135, 174466
1715544450, 175481
1715544765, 172828
1715545080, 171106
1715545395, 178341
1715545710, 201906
1715546025, 202574
1715546340, 199637
1715546655, 189331
1715546970, 186928
1715547285, 183923
1715547600, 173375
1715547915, 167076
1715548230, 159106
1715548545, 151168
1715548860, 134984
1715549175, 129019
1715549490, 122062
1715549805, 120289
1715550120, 119223
1715550435, 115560
1715550750, 112652
1715551065, 108892
1715551380, 104708
1715551695, 101942
1715552010, 95226
1715552325, 88806
1715552640, 77631
1715552955, 62211
1715553270, 49602
1715553585, 46249
1715553900, 36479
1715554215, 23427
1715554530, 17841
1715554845, 12734
1715555160, 6704
1715555475, 3655
1715555790, 1377
1715556105, 716
1715556420, 310
